"term","package","description","title"
"median","stats","Get median of a vector","New Functions in Week 2"
"mean","base","Get mean of a vector",""
"prop.test","stats","Test of Equal or Given Proportions",""
"leveneTest","car","Computes Levene's test for homogeneity of variance across groups.",""
"t.test","stats","Performs one and two sample t-tests on vectors of data.",""
